2.54,5.0,0.6588018998008274,0.0
2.54,5.0,0.4289872835912364,0.0
2.58,22.25,0.11322200091925846,0.0
1.04,16.0,0.5172360962157193,0.0
2.58,22.25,0.11322200091925846,0.0
1.97,24.5,0.11322200091925846,0.0
1.97,24.5,0.11322200091925846,0.0
0.68,18.25,0.4611613298605791,0.0
0.68,18.25,0.11322200091925846,0.0
0.28,3.0,0.5827332618354527,0.0
0.28,3.0,0.2726367396966447,0.0
1.21,19.0,0.24996169756396508,0.0
1.21,19.0,0.11322200091925846,0.0
2.19,21.5,0.11322200091925846,0.0
2.19,21.5,0.11322200091925846,0.0
2.29,1.75,0.5259690516316837,0.0
2.29,1.75,0.4142791481538226,0.0
0.64,10.0,0.6845411368163015,0.0
0.64,10.0,0.33928297839742605,0.0
2.09,13.5,0.6627087482763904,0.0
2.09,13.5,0.32204688218170674,0.0
1.19,11.75,0.7279760992799142,0.0
1.19,11.75,0.40654205607476634,0.0
